timestep,plant,availability
t0081,SE4_condensing,0.8
t0082,SE4_condensing,0.8
t0083,SE4_condensing,0.8
t0084,SE4_condensing,0.8
t0085,SE4_condensing,0.8
t0086,SE4_condensing,0.8
t0087,SE4_condensing,0.8
t0088,SE4_condensing,0.8
t0089,SE4_condensing,0.8
t0090,SE4_condensing,0.8
t0091,SE4_condensing,0.8
t0092,SE4_condensing,0.8
t0093,SE4_condensing,0.8
t0094,SE4_condensing,0.8
t0095,SE4_condensing,0.8
t0096,SE4_condensing,0.8
t0097,SE4_condensing,0.8
t0098,SE4_condensing,0.8
t0099,SE4_condensing,0.8
t0100,SE4_condensing,0.8
t0101,SE4_condensing,0.8
t0102,SE4_condensing,0.8
t0103,SE4_condensing,0.8
t0104,SE4_condensing,0.8
t0105,SE4_condensing,0.8
t0106,SE4_condensing,0.8
t0107,SE4_condensing,0.8
t0108,SE4_condensing,0.8
t0109,SE4_condensing,0.8
t0110,SE4_condensing,0.8
t0111,SE4_condensing,0.8
t0112,SE4_condensing,0.8
t0113,SE4_condensing,0.8
t0114,SE4_condensing,0.8
t0115,SE4_condensing,0.8
t0116,SE4_condensing,0.8
t0117,SE4_condensing,0.8
t0118,SE4_condensing,0.8
t0119,SE4_condensing,0.8
t0120,SE4_condensing,0.8
t0121,SE4_condensing,0.8
t0122,SE4_condensing,0.8
t0123,SE4_condensing,0.8
t0124,SE4_condensing,0.8
t0125,SE4_condensing,0.8
t0126,SE4_condensing,0.8
t0127,SE4_condensing,0.8
t0128,SE4_condensing,0.8
t0129,SE4_condensing,0.8
t0130,SE4_condensing,0.8
t0131,SE4_condensing,0.8
t0132,SE4_condensing,0.8
t0133,SE4_condensing,0.8
t0134,SE4_condensing,0.8
t0135,SE4_condensing,0.8
t0136,SE4_condensing,0.8
t0137,SE4_condensing,0.8
t0138,SE4_condensing,0.8
t0139,SE4_condensing,0.8
t0140,SE4_condensing,0.8
t0141,SE4_condensing,0.8
t0142,SE4_condensing,0.8
t0143,SE4_condensing,0.8
t0144,SE4_condensing,0.8
t0145,SE4_condensing,0.8
t0146,SE4_condensing,0.8
t0147,SE4_condensing,0.8
t0148,SE4_condensing,0.8
t0149,SE4_condensing,0.8
t0150,SE4_condensing,0.8
t0151,SE4_condensing,0.8
t0152,SE4_condensing,0.8
t0153,SE4_condensing,0.8
t0154,SE4_condensing,0.8
t0155,SE4_condensing,0.8
t0156,SE4_condensing,0.8
t0157,SE4_condensing,0.8
t0158,SE4_condensing,0.8
t0159,SE4_condensing,0.8
t0160,SE4_condensing,0.8
t0161,SE4_condensing,0.8
t0162,SE4_condensing,0.8
t0163,SE4_condensing,0.8
t0164,SE4_condensing,0.8
t0165,SE4_condensing,0.8
t0166,SE4_condensing,0.8
t0167,SE4_condensing,0.8
t0168,SE4_condensing,0.8
t0001,SE4_solar,0.0004
t0002,SE4_solar,0.0003
t0003,SE4_solar,0.0003
t0004,SE4_solar,0.0003
t0005,SE4_solar,0.0003
t0006,SE4_solar,0.0003
t0007,SE4_solar,0.0003
t0008,SE4_solar,0.0004
t0009,SE4_solar,0.0015
t0010,SE4_solar,0.0028
t0011,SE4_solar,0.0041
t0012,SE4_solar,0.004
t0013,SE4_solar,0.0027
t0014,SE4_solar,0.001
t0015,SE4_solar,0.0004
t0016,SE4_solar,0.0004
t0017,SE4_solar,0.0003
t0018,SE4_solar,0.0004
t0019,SE4_solar,0.0003
t0020,SE4_solar,0.0003
t0021,SE4_solar,0.0003
t0022,SE4_solar,0.0003
t0023,SE4_solar,0.0003
t0024,SE4_solar,0.0003
t0025,SE4_solar,0.0003
t0026,SE4_solar,0.0003
t0027,SE4_solar,0.0003
t0028,SE4_solar,0.0003
t0029,SE4_solar,0.0003
t0030,SE4_solar,0.0003
t0031,SE4_solar,0.0003
t0032,SE4_solar,0.0003
t0033,SE4_solar,0.0016
t0034,SE4_solar,0.0056
t0035,SE4_solar,0.0095
t0036,SE4_solar,0.0093
t0037,SE4_solar,0.007
t0038,SE4_solar,0.0025
t0039,SE4_solar,0.0008
t0040,SE4_solar,0.0003
t0041,SE4_solar,0.0003
t0042,SE4_solar,0.0003
t0043,SE4_solar,0.0003
t0044,SE4_solar,0.0003
t0045,SE4_solar,0.0003
t0046,SE4_solar,0.0003
t0047,SE4_solar,0.0004
t0048,SE4_solar,0.0004
t0049,SE4_solar,0.0004
t0050,SE4_solar,0.0004
t0051,SE4_solar,0.0004
t0052,SE4_solar,0.0004
t0053,SE4_solar,0.0004
t0054,SE4_solar,0.0004
t0055,SE4_solar,0.0004
t0056,SE4_solar,0.0006
t0057,SE4_solar,0.0075
t0058,SE4_solar,0.0245
t0059,SE4_solar,0.0356
t0060,SE4_solar,0.0371
t0061,SE4_solar,0.0279
t0062,SE4_solar,0.0093
t0063,SE4_solar,0.001
t0064,SE4_solar,0.0004
t0065,SE4_solar,0.0004
t0066,SE4_solar,0.0004
t0067,SE4_solar,0.0004
t0068,SE4_solar,0.0004
t0069,SE4_solar,0.0004
t0070,SE4_solar,0.0004
t0071,SE4_solar,0.0004
t0072,SE4_solar,0.0004
t0073,SE4_solar,0.0004
t0074,SE4_solar,0.0004
t0075,SE4_solar,0.0004
t0076,SE4_solar,0.0004
t0077,SE4_solar,0.0004
t0078,SE4_solar,0.0007
t0079,SE4_solar,0.0007
t0080,SE4_solar,0.001
t0081,SE4_solar,0.0044
t0082,SE4_solar,0.0128
t0083,SE4_solar,0.019
t0084,SE4_solar,0.0167
t0085,SE4_solar,0.0102
t0086,SE4_solar,0.0032
t0087,SE4_solar,0.001
t0088,SE4_solar,0.0003
t0089,SE4_solar,0.0006
t0090,SE4_solar,0.0003
t0091,SE4_solar,0.0003
t0092,SE4_solar,0.0003
t0093,SE4_solar,0.0003
t0094,SE4_solar,0.0003
t0095,SE4_solar,0.0003
t0096,SE4_solar,0.0003
t0097,SE4_solar,0.0003
t0098,SE4_solar,0.0003
t0099,SE4_solar,0.0003
t0100,SE4_solar,0.0002
t0101,SE4_solar,0.0002
t0102,SE4_solar,0.0003
t0103,SE4_solar,0.0003
t0104,SE4_solar,0.0004
t0105,SE4_solar,0.002
t0106,SE4_solar,0.0052
t0107,SE4_solar,0.0067
t0108,SE4_solar,0.0067
t0109,SE4_solar,0.0042
t0110,SE4_solar,0.0019
t0111,SE4_solar,0.0005
t0112,SE4_solar,0.0003
t0113,SE4_solar,0.0002
t0114,SE4_solar,0.0002
t0115,SE4_solar,0.0003
t0116,SE4_solar,0.0003
t0117,SE4_solar,0.0003
t0118,SE4_solar,0.0003
t0119,SE4_solar,0.0003
t0120,SE4_solar,0.0004
t0121,SE4_solar,0.0004
t0122,SE4_solar,0.0004
t0123,SE4_solar,0.0004
t0124,SE4_solar,0.0004
t0125,SE4_solar,0.0004
t0126,SE4_solar,0.0004
t0127,SE4_solar,0.0004
t0128,SE4_solar,0.0005
t0129,SE4_solar,0.0012
t0130,SE4_solar,0.0023
t0131,SE4_solar,0.0031
t0132,SE4_solar,0.003
t0133,SE4_solar,0.0022
t0134,SE4_solar,0.0012
t0135,SE4_solar,0.0006
t0136,SE4_solar,0.0004
t0137,SE4_solar,0.0004
t0138,SE4_solar,0.0004
t0139,SE4_solar,0.0004
t0140,SE4_solar,0.0004
t0141,SE4_solar,0.0004
t0142,SE4_solar,0.0004
t0143,SE4_solar,0.0004
t0144,SE4_solar,0.0004
t0145,SE4_solar,0.0004
t0146,SE4_solar,0.0004
t0147,SE4_solar,0.0004
t0148,SE4_solar,0.0004
t0149,SE4_solar,0.0004
t0150,SE4_solar,0.0004
t0151,SE4_solar,0.0004
t0152,SE4_solar,0.0007
t0153,SE4_solar,0.0023
t0154,SE4_solar,0.0048
t0155,SE4_solar,0.0065
t0156,SE4_solar,0.0069
t0157,SE4_solar,0.0049
t0158,SE4_solar,0.0024
t0159,SE4_solar,0.0008
t0160,SE4_solar,0.0004
t0161,SE4_solar,0.0005
t0162,SE4_solar,0.0004
t0163,SE4_solar,0.0004
t0164,SE4_solar,0.0004
t0165,SE4_solar,0.0004
t0166,SE4_solar,0.0004
t0167,SE4_solar,0.0004
t0168,SE4_solar,0.0
